,District,School,City,State,Latitude,Longitude
807,Huntsville City,Columbia High School,Huntsville,Alabama,34.7215,-86.6917
808,Huntsville City,Providence School,Huntsville,Alabama,34.7607,-86.6953
809,Huntsville City,Mental Health Center,Huntsville,Alabama,34.68331,-86.57819
810,Huntsville City,Center For Development Learning,Huntsville,Alabama,34.74184,-86.61347
813,Huntsville City,James E Williams School,Huntsville,Alabama,34.62702,-86.72826
817,Jackson County,Bryant School,Bryant,Alabama,34.9382,-85.62601
819,Jackson County,Flat Rock School,Flat Rock,Alabama,34.77035,-85.70195
821,Jackson County,North Sand Mountain School,Higdon,Alabama,34.85456,-85.61572
822,Jackson County,Paint Rock Valley High School,Princeton,Alabama,34.84405,-86.24308
824,Jackson County,Section High School,Section,Alabama,34.58143,-85.97957
825,Jackson County,Skyline High School,Scottsboro,Alabama,34.82178,-86.11449
826,Jackson County,Woodville High School,Woodville,Alabama,34.62397,-86.27096
827,Jackson County,Jackson County Alternative School,Hollywood,Alabama,34.73587,-85.96317
828,Jackson County,Epruett Center Of Technology,Hollywood,Alabama,34.71551,-85.96261
829,Jackson County,Pisgah High School,Pisgah,Alabama,34.68435,-85.844
832,Jackson County,Macedonia School,Section,Alabama,34.49307,-86.0337
833,Jackson County,North Jackson High School,Stevenson,Alabama,34.91322,-85.77582
835,Jacksonville City,Jacksonville High School,Jacksonville,Alabama,33.78918,-85.77797
839,Jasper City,Walker High School,Jasper,Alabama,33.8347,-87.26625
841,Jasper City,North Highland School,Jasper,Alabama,33.84205,-87.28896
842,Jefferson County,Jefferson County Counseling Learning Center-East,Birmingham,Alabama,33.60446,-86.76135
843,Jefferson County,Clay-Chalkville High School,Pinson,Alabama,33.69266,-86.6029
856,Jefferson County,Corner High School,Warrior,Alabama,33.80219,-86.94172
859,Jefferson County,Erwin High School,Birmingham,Alabama,33.64459,-86.69867
861,Jefferson County,Fultondale High School,Birmingham,Alabama,33.63163,-86.77988
863,Jefferson County,Gardendale High School,Gardendale,Alabama,33.64743,-86.81166
867,Jefferson County,Hueytown High School,Hueytown,Alabama,33.44527,-86.99183
868,Jefferson County,Irondale Community School,Irondale,Alabama,33.53517,-86.70943
869,Jefferson County,Shades Valley Technical Academies,Birmingham,Alabama,33.52781,-86.65714
872,Jefferson County,Mcadory High School,Mccalla,Alabama,33.33095,-86.99846
873,Jefferson County,Minor Community School,Birmingham,Alabama,33.5402,-86.93522
874,Jefferson County,Mortimer Jordan High School,Morris,Alabama,33.76046,-86.81397
878,Jefferson County,Oak Grove High School,Bessemer,Alabama,33.47215,-87.16115
880,Jefferson County,Pinson Valley High School,Pinson,Alabama,33.70182,-86.67327
883,Jefferson County,Pleasant Grove High School,Pleasant Grove,Alabama,33.48927,-86.97357
885,Jefferson County,Shades Valley High School,Irondale,Alabama,33.54209,-86.66482
888,Jefferson County,Jefferson County Ibs,Irondale,Alabama,33.54209,-86.66482
891,Jefferson County,Kermit Johnson School,Pinson,Alabama,33.75122,-86.70197
893,Jefferson County,Allan Cott School,Birmingham,Alabama,33.47938,-86.66435
894,Jefferson County,Spain Rehab,Birmingham,Alabama,33.50493,-86.80466
895,Jefferson County,William E Burkett Multi-Handicapped Center,Birmingham,Alabama,33.60446,-86.76135
896,Jefferson County,Hewitt-Trussville High School,Trussville,Alabama,,
897,Jefferson County,Minor High School,Adamsville,Alabama,33.57565,-86.92808
898,Jefferson County,Jefferson County Couns And Learning Ctr-West,Hueytown,Alabama,33.4621,-86.9945
901,Lamar County,Sulligent School,Sulligent,Alabama,33.90053,-88.13157
903,Lamar County,Lamar County School Of Technology,Vernon,Alabama,33.77655,-88.11902
904,Lamar County,Lamar County High-Intermediate,Vernon,Alabama,33.75036,-88.09529
905,Lamar County,South Lamar School,Millport,Alabama,33.56242,-88.03578
906,Lanett City,Lanett Senior High School,Lanett,Alabama,32.8586,-85.19869
909,Lauderdale County,Allen Thornton Career Technology Center,Killen,Alabama,34.86152,-87.44932
911,Lauderdale County,Brooks High School,Killen,Alabama,34.85931,-87.49512
912,Lauderdale County,Central High School,Florence,Alabama,34.89795,-87.79653
914,Lauderdale County,Lauderdale County High School,Rogersville,Alabama,34.828,-87.2942
915,Lauderdale County,Kilby Laboratory School,Florence,Alabama,34.80571,-87.68111
916,Lauderdale County,Lexington School,Lexington,Alabama,34.96824,-87.37364
917,Lauderdale County,Rogers High School,Florence,Alabama,34.96352,-87.52236
919,Lauderdale County,Waterloo High School,Waterloo,Alabama,34.91884,-88.06375
920,Lauderdale County,Wilson High School,Florence,Alabama,34.92966,-87.66938
922,Lawrence County,R A Hubbard High School,Courtland,Alabama,34.68089,-87.30933
923,Lawrence County,Lawrence County Learning Center,Courtland,Alabama,34.66676,-87.30354
926,Lawrence County,Hatton High School,Town Creek,Alabama,34.56194,-87.41502
928,Lawrence County,Hazlewood High School,Town Creek,Alabama,34.68285,-87.4109
929,Lawrence County,Lawrence County High School,Moulton,Alabama,34.47621,-87.29898
932,Lawrence County,Mount Hope High School,Mt Hope,Alabama,34.44646,-87.48279
933,Lawrence County,Speake High School,Danville,Alabama,34.41801,-87.16865
934,Lawrence Co,Tennessee Valley Learning Ctr,Courtland,Alabama,,
935,Lawrence County,Lawrence County Center Technology,Moulton,Alabama,34.47637,-87.29673
937,Lawrence County,East Lawrence High School,Trinity,Alabama,34.56648,-87.17216
938,Lawrence County,Three Springs Residential Treatment,Courtland,Alabama,34.67009,-87.31214
942,Lee County,Smiths Station Intermediate,Smiths Station,Alabama,32.53716,-85.09757
944,Lee County,Beauregard High School,Opelika,Alabama,32.55118,-85.37521
945,Lee County,Beulah High School,Valley,Alabama,32.71192,-85.18816
946,Lee County,Loachapoka High School,Loachapoka,Alabama,32.59438,-85.57991
949,Lee County,Smiths Station High School,Smiths Station,Alabama,32.48289,-85.08975
951,Limestone County,Ardmore High School,Ardmore,Alabama,34.98815,-86.84663
952,Limestone County,Clements High School,Athens,Alabama,34.80268,-87.18311
953,Limestone County,East Limestone High School,Athens,Alabama,34.78284,-86.83269
958,Limestone County,Tanner High School,Tanner,Alabama,34.73251,-86.97439
959,Limestone County,West Limestone High School,Lester,Alabama,34.93892,-87.12352
960,Limestone County,Limestone County Area Vocational Technology,Athens,Alabama,34.77502,-86.96104
966,Linden City,Linden High School,Linden,Alabama,32.30868,-87.79816
967,Linden City,Marengo County Technology Center,Linden,Alabama,32.28736,-87.76473
968,Lowndes County,Calhoun High School,Letohatchee,Alabama,32.10124,-86.58598
970,Lowndes County,Central High School,Hayneville,Alabama,32.149,-86.68205
972,Lowndes County,Lowndes County Career Technical Center,Hayneville,Alabama,32.14901,-86.68205
973,Lowndes County,Project Success Learning Center,Hayneville,Alabama,32.14895,-86.68206
977,Macon County,Lewis Adams Early Child Center,Tuskegee Inst,Alabama,32.42861,-85.70627
978,Macon County,Notasulga High School,Notasulga,Alabama,32.56047,-85.66903
979,Macon County,Macon School,Roba,Alabama,,
982,Macon County,Washington Public School,Tuskegee,Alabama,,
983,Macon County,Dc Wolfe School,Shorter,Alabama,32.39532,-85.90646
984,Macon County,Booker T Washington High,Tuskegee,Alabama,32.40281,-85.73096
988,Madison County,Madison County High School,Gurley,Alabama,34.73741,-86.43016
991,Madison County,Harvest School,Harvest,Alabama,34.84861,-86.74886
992,Madison County,Hazel Green High School,Hazel Green,Alabama,34.93499,-86.55372
996,Madison County,New Hope High School,New Hope,Alabama,34.54088,-86.40371
997,Madison County,New Market School,New Market,Alabama,34.91343,-86.4271
998,Madison County,Owens Cross Roads School,Owens Cross Roads,Alabama,34.58785,-86.4561
999,Madison County,Sparkman High School,Harvest,Alabama,34.83446,-86.7148
1000,Madison County,Walnut Grove School,New Market,Alabama,34.94348,-86.49892
1001,Madison County,Madison County Alternative School,Huntsville,Alabama,34.7849,-86.52294
1002,Madison County,Madison County Career Technical Center,Huntsville,Alabama,34.7849,-86.52294
1007,Madison County,Buckhorn High School,New Market,Alabama,34.86989,-86.45436
1008,Madison County,Central School,Huntsville,Alabama,34.76633,-86.45521
1012,Madison County,Sparkman Ninth Grade School,Harvest,Alabama,,
1014,Marengo County,Amelia L. Johnson High School,Thomaston,Alabama,32.28034,-87.63302
1015,Marengo County,John Essex High School,Demopolis,Alabama,32.4848,-87.8614
1016,Marengo County,Marengo High School,Dixons Mills,Alabama,32.05371,-87.80086
1017,Marengo County,Sweet Water High School,Sweet Water,Alabama,32.09814,-87.86593
1018,Marengo County,Marengo County Alternative School,Linden,Alabama,32.30512,-87.79671
1020,Marion County,Brilliant High School,Brilliant,Alabama,34.0423,-87.7548
1021,Marion County,Marion County High School,Guin,Alabama,33.98211,-87.91801
1023,Marion County,Hackleburg School,Hackleburg,Alabama,34.28075,-87.83223
1025,Marion County,Hamilton High School,Hamilton,Alabama,34.1419,-87.9887
1026,Marion County,Phillips High School,Bear Creek,Alabama,34.35031,-87.70909
1027,Marion County,Marion County Alternative School,Hamilton,Alabama,34.11737,-87.99441
1031,Midfield City,Midfield High School,Midfield,Alabama,33.44948,-86.91288
1032,Midfield City,Rutledge School,Midfield,Alabama,33.45009,-86.94227
1033,Midfield City,Midfield Area Vocational Department,Midfield,Alabama,33.44948,-86.91288
1040,Mobile County,Ben C Rain High School,Mobile,Alabama,30.61049,-88.07424
1041,Mobile County,Baker High School,Mobile,Alabama,30.67173,-88.26585
1042,Mobile County,Mattie T Blount High School,Eight Mile,Alabama,30.804,-88.2486
1047,Mobile County,Chickasaw School Of Mathematics And Science,Chickasaw,Alabama,30.76381,-88.07471
1048,Mobile County,Citronelle High School,Citronelle,Alabama,31.09269,-88.23533
1049,Mobile County,W H Council Traditional School,Mobile,Alabama,30.6722,-88.05073
1052,Mobile County,Wp Davidson High School,Mobile,Alabama,30.66197,-88.14738
1056,Mobile County,Dunbar Creative Performing Arts,Mobile,Alabama,30.69327,-88.04925
1068,Mobile County,John S Shaw High School,Mobile,Alabama,30.71669,-88.18231
1073,Mobile County,Mary G Montgomery High School,Semmes,Alabama,30.78392,-88.28475
1080,Mobile County,Murphy High School,Mobile,Alabama,30.68229,-88.086
1081,Mobile County,Old Shell Creative Performing Art,Mobile,Alabama,30.69028,-88.07876
1088,Mobile County,Satsuma High School,Satsuma,Alabama,30.8482,-88.05801
1094,Mobile County,Le Flore High School,Mobile,Alabama,30.715,-88.08799
1096,Mobile County,Cf Vigor High School,Prichard,Alabama,30.7361,-88.0911
1101,Mobile County,Lillie B Williamson High School,Mobile,Alabama,30.67029,-88.07371
1104,Mobile County,Alma Bryant High School,Irvington,Alabama,30.44337,-88.27769
1107,Mobile County,C I T Y Program,Mobile,Alabama,30.65752,-88.13009
1108,Mobile County,Pointe Academy,Mobile,Alabama,30.70222,-88.08099
1111,Mobile County,Mobile County Alternative Schs,Mobile,Alabama,30.68843,-88.04714
1112,Mobile County,The Phoenix Program,Mobile,Alabama,30.6605,-88.06337
1113,Mobile County,Tl Faulkner  School,Prichard,Alabama,30.73997,-88.08107
1114,Mobile County,George H Bryant Vocational-Agricultural Center,Irvington,Alabama,30.50133,-88.20843
1122,Mobile County,Hillsdale Alternative,Mobile,Alabama,30.7051,-88.20212
1126,Mobile County,The Bridge Inc,Mobile,Alabama,30.62225,-88.33935
1128,Mobile County,Environmental Studies Center,Mobile,Alabama,30.6182,-88.18997
1129,Mobile County,Goodwill Easter Seal Center Special Child,Mobile,Alabama,30.69037,-88.16301
1130,Mobile County,Early Childhood Directions,Mobile,Alabama,30.7136,-88.1216
1131,Mobile County,The Learning Tree,Eight Mile,Alabama,30.82761,-88.26422
1132,Mobile County,Mobile Mental Health Center,Mobile,Alabama,30.624,-88.1762
1135,Mobile County,Augusta Evans School,Mobile,Alabama,30.69122,-88.0997
1138,Mobile County,Wilmer Hall,Mobile,Alabama,30.6989,-88.13072
1139,Mobile County,Ucp Of Mobile Inc,Mobile,Alabama,30.68969,-88.11605
1140,Mobile County,Mobile Association Retarded Citizens,Mobile,Alabama,30.70524,-88.09595
1141,Mobile County,Murphy Technical Center,Mobile,Alabama,30.68229,-88.086
1142,Mobile County,Continuous Learning Center,Mobile,Alabama,30.70228,-88.08084
1143,Mobile County,Et Belsaw - Mount Vernon School,Mount Vernon,Alabama,31.09128,-87.99751
1144,Mobile County,Theodore High School,Theodore,Alabama,30.54569,-88.18363
1145,Mobile County,Sw Alabama Regional School Deaf-Blind,Mobile,Alabama,30.64038,-88.14166
1148,Mobile County,Just 4 Development Laboratory,Mobile,Alabama,30.7136,-88.08148
1152,Monroe County,Monroe County High School,Monroeville,Alabama,31.48324,-87.3304
1153,Monroe County,Excel High School,Excel,Alabama,31.4277,-87.3413
1154,Monroe County,Frisco City High School,Frisco City,Alabama,31.43404,-87.40512
1155,Monroe County,J F Shields High School,Beatrice,Alabama,31.73326,-87.20366
1156,Monroe County,J U Blacksher School,Uriah,Alabama,31.28053,-87.50424
1157,Monroe County,Monroe Intermediate School,Lower Peachtree,Alabama,31.8606,-87.5751
1160,Monroe County,C P Carmichael Alternative School,Monroeville,Alabama,31.48309,-87.3343
1161,Monroe County,Monroe County Career/Technical Center,Monroeville,Alabama,31.48324,-87.33069
1163,Montgomery County,Booker T Washington Magnet High School,Montgomery,Alabama,32.36988,-86.29987
1165,Montgomery County,Bear Exploration Center,Montgomery,Alabama,32.33637,-86.27232
1176,Montgomery County,Dunbar-Ramer School,Ramer,Alabama,32.04354,-86.21242
1177,Montgomery County,Fews Secondary Alternative,Montgomery,Alabama,32.35875,-86.31406
1181,Montgomery County,Carver Senior High School,Montgomery,Alabama,32.35124,-86.32515
1190,Montgomery County,Jefferson Davis High School,Montgomery,Alabama,32.34324,-86.26336
1192,Montgomery County,Macmillan International Academy,Montgomery,Alabama,32.3763,-86.33104
1198,Montgomery County,Lee High School,Montgomery,Alabama,32.37771,-86.2725
1199,Montgomery County,Lanier Senior High School,Montgomery,Alabama,32.35474,-86.31047
1205,Montgomery County,C I T Y School,Montgomery,Alabama,32.34845,-86.35534
1206,Montgomery County,Brewbaker Intermediate School,Montgomery,Alabama,32.32814,-86.21319
1207,Montgomery County,Daisy Lawrence Beep,Montgomery,Alabama,,
1208,Montgomery County,Loveless Academic Magnet Program High School,Montgomery,Alabama,32.36583,-86.32331
1210,Montgomery County,Brewbaker Technology Magnet High School,Montgomery,Alabama,32.32814,-86.21319
1217,Montgomery County,Second Chance,Montgomery,Alabama,32.3709,-86.29007
1218,Montgomery County,Childrens Center,Montgomery,Alabama,32.38469,-86.28257
1219,Montgomery County,Davis Learning Center-Beep,Montgomery,Alabama,32.38469,-86.28257
1220,Montgomery County,Mcinnis School,Montgomery,Alabama,32.28949,-86.26215
1221,Montgomery County,Montgomery Youth Facility,Montgomery,Alabama,32.34781,-86.34079
1223,Montgomery County,Baldwin Art And Academics Magnet,Montgomery,Alabama,32.37249,-86.30539
1230,Morgan County,Cotaco School,Somerville,Alabama,34.47431,-86.69766
1231,Morgan County,Danville High School,Danville,Alabama,34.41654,-87.09168
1232,Morgan County,Eva School,Eva,Alabama,34.33389,-86.76347
1233,Morgan County,Falkville High School,Falkville,Alabama,34.36692,-86.91274
1235,Morgan County,Priceville High School,Decatur,Alabama,34.52741,-86.89789
1236,Morgan County,Ryan School,Joppa,Alabama,34.3436,-86.61032
1238,Morgan County,Union Hill School,Somerville,Alabama,34.47328,-86.62189
1239,Morgan County,West Morgan High School,Trinity,Alabama,34.58561,-87.08032
1240,Morgan County,Albert P Brewer Vocational School,Somerville,Alabama,34.41358,-86.70412
1242,Morgan County,Morgan County Learning Center,Decatur,Alabama,34.5615,-86.9701
1243,Morgan County,Albert P Brewer High School,Somerville,Alabama,34.41358,-86.70412
1248,Mountain Brook City,Mountain Brook High School,Mountain Brook,Alabama,33.4912,-86.71537
1253,Muscle Shoals City,Muscle Shoals High School,Muscle Shoals,Alabama,34.74499,-87.64729
1255,Muscle Shoals City,Muscle Shoals Center For Technology,Muscle Shoals,Alabama,34.72377,-87.64394
1259,Oneonta City,Oneonta High School,Oneonta,Alabama,33.8613,-86.55732
1260,Opelika City,West Forest Intermediate School,Opelika,Alabama,32.65029,-85.4204
1261,Opelika City,Northside School,Opelika,Alabama,32.65632,-85.38179
1264,Opelika City,Opelika High School,Opelika,Alabama,32.66787,-85.3678
1266,Opelika City,Morris Avenue Intermediate School,Opelika,Alabama,32.67982,-85.37032
1268,Opelika City,Opelika Learning Center,Opelika,Alabama,32.65512,-85.36894
1269,Opp City,Opp High School,Opp,Alabama,31.28776,-86.24054
1272,Oxford City,Oxford High School,Oxford,Alabama,33.611,-85.83096
1275,Oxford City,Oxford Area Vocational School,Oxford,Alabama,33.611,-85.83096
1276,Oxford City,Ce Hanna School,Hobson City,Alabama,33.62049,-85.84533
